Index,Tour_Name,Tour_Type,Number_of_Reviewer,Rating,Duration,Price,Highlight,Location
2408.0,Full-Day Countryside Cycling Tour from Siem Reap,Bike Tours,2.2,4.2,6.0,102.57,"Bicycle Hire, English Speaking Tour Guide, Transport","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
2409.0,Phnom Kulen National Park Jeep Tour 1 day,Full-day Tours,2.4,5.0,7.0,109.75,"All land transportation by US Army Jeep, ENGLISH speaking guide, All Fees and Taxes, Entrance Fee for National Park, Mineral water and cold tissues on tour, Entry/Admission - Phnom Kulen National Park","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
2410.0, 2-Day Journey in Siem Reap and Kampong Thom,Bus Tours,4.4,5.0,48.0,285.35,"Pick up & drop off from / at your hotel, Experienced English speaking guide, Air-conditioned vehicle, Cool water and towels","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
2411.0,Private Car or Van transfer Siem Reap or Phnom Penh Destination,Walking Tours,4.6,2.1,6.0,70.0,"Private transportation, Bottled water, Hotel pickup and drop-off (if airport surcharge 20USD per car), Good car with good air conditioned, Professional driver, Toilet stop","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
2412.0,1 Day- Angkor Wat Small Circuit Tour & English Tour Guide,Full-day Tours,1.4,1.5,8.0,15.0,"Professional English Speaking Tour Guide, All local applicable taxes, Free cool & cool towels during touring, Entry/Admission - Angkor Wat, Entry/Admission - Angkor Thom, Entry/Admission - Bayon Temple, Entry/Admission - Ta Prohm Temple, Entry/Admission - Kampong Phluk Floating Village","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
2413.0,Full-Day Angkor Wat Sunrise Private Tour with Guide,Adventure Tours,1.4,1.5,6.0,15.0,"Professional English Speaking Guide, Hotel pickup/drop-off, Cold Water & Cold Towel on Trip","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
2415.0,Kulen Elephant Safari,Full-day Tours,2.4,5.0,7.0,120.0,"Transportation by Mini Van pickup and drop off from office, Local English Speaking Guide, Cool Water, Local Lunch","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
2416.0,"Adventure Tour to Beng Mealea , Koh Ker temple and Peah Vihear Temple",Full-day Tours,2.0,5.0,11.0,150.0,"Driver English Speaking guide, Bottled water on tour, Air-conditioned vehicle, Professional English Speaking Tour Guide","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
2417.0, Angkor Wat Sunrise Small Tours -Join-in Small Group,Bus Tours,1.4,1.5,6.0,20.0,"Transportation at your choice TukTuk/Car/Minivan, Cold water & local snack during tour, Professional English speaking guide","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
2418.0,3 Hours Dessert Cooking Activity in Cambodia,Cooking Classes,1.4,1.5,3.0,32.0,3 delicious desserts made by yourself!,"Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
2419.0,Sunrise Small Circle Tour of Angkor Wat,Full-day Tours,1.4,1.5,8.0,30.0,"Experienced and licensed English speaking tour guide, Bottled water & cool towel, Hotel pickup and drop-off, All local applicable taxes","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
2420.0,Siem Reap Guided Day Trip to Local Village and Cooking Class,Cooking Classes,1.4,1.5,4.0,29.0,"Experienced local host/chef, Hotel pickup and drop-off by tuk tuk, Ingredients, 4-course meal, Cool bottled of water","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
2421.0,Private Angkor Wat 1 day tour with car and Professional English Tour Guide,Bus Tours,4.6,2.1,6.0,48.0,"Hotel pickup and drop-off, Private tour, Car with A/C, English professional guide, All local applicable taxes","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
2422.0,Half-Day Phnom Penh Food Tour,Tuk Tuk Tours,4.6,2.1,6.0,60.0,"Hotel pickup and drop-off, Transfers by tuk-tuk, Private guide, Food and snacks during the tour","Asia, Cambodia, Phnom Penh, Things to Do in Phnom Penh, Phnom Penh Tours, Tours and Tickets"
2423.0,A Gondola Experience at Angkor,Private Sightseeing Tours,2.0,2.5,1.0,47.45,"A one-hour gondola tour (afternoon only) with a professional English-speaking guide., Transportation by air-conditioned vehicle with professional driver., All applicable taxes and service charge, Entry/Admission - Kongkear Angkor","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
2424.0,Kampong Pluk Floating Village,Adventure Tours,1.0,2.0,5.0,21.0,"Pick up / drop-off at hotel, Transportation by Minibus / Van, Local Live English Speaking guide, Boat ticket and Tax, Cold drinking water","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
2425.0,Full-Day Tour of Kompong Phluk and Tonle Sap Lake by Boat,Full-day Tours,1.0,5.0,7.0,115.0,"Hotel pickup and drop-off by air-conditioned car, English speaking guides, meals aboard the Queen Tara Riverboat, 2 drinks on board the boat (soft drinks, beers, cocktails, wines or champagne), Tour of the floating fishing villages, Tour of flooded forest and village at Kompong Phluk by row boat(seasonal), All check point fees, Restroom on board, Entry/Admission - Tonle Sap Lake, Entry/Admission - Kompong Phluk","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
2427.0,Half-Day Phnom Penh Food Adventure,Bus Tours,4.6,2.1,3.0,58.0,"Hotel pickup and drop-off, All tastings, Dinner including beer and soft drinks, Local guide","Asia, Cambodia, Phnom Penh, Things to Do in Phnom Penh, Phnom Penh Tours, Tours and Tickets"
2428.0,Siem Reap Airport Transfer US$8 Only,Bus Tours,1.2,1.2,1.0,5.34,Transfer from and to airport or hotel only,"Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
2429.0,Siem Reap: Behind the Scenes City Tour,Private and Luxury,1.2,1.2,3.0,23.59,"Private transportation, All Fees and Taxes, Community Contributions, Bottled water","Asia, Cambodia, Phnom Penh, Things to Do in Phnom Penh, Phnom Penh Tours, Tours and Tickets"
2432.0,Bokor Mountain Hill Station Private Tour,Full-day Tours,1.0,1.0,7.0,65.0,"All transport, Delicious lunch, Tour guide, Boat trip, Entry/Admission - Bokor Hill Station","Asia, Cambodia, Kampot Province, Kampot, Things to Do in Kampot, Kampot Tours, Tours and Tickets"
2433.0,Angkor Temple Full Day Tour by Join In luxury MiniBus,Adventure Tours,1.0,1.0,7.0,25.0,"Cold Water during tour, Professional English-speaking guide, Transport by luxury air-conditioned mini-bus, Hotel pick-up and drop off (if requested), Pick up from hotel at 7.30 am","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
2434.0,Siem Reap Airport Taxi (Airport - Hotel - Airport),Full-day Tours,1.2,1.2,1.0,13.0,"All local taxes, Fuel, Safety and safe experience driver, Cold towel and water","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
2435.0,Preah Vihear & Koh Ker Temple,Full-day Tours,1.0,1.0,7.0,69.0,"Pick up and Drop off, Private luxury car, Cool drinking water","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
2436.0,Phnom Penh Sunset Cruise Including BBQ and Drinks,Sunset Cruises,1.0,1.0,3.0,42.83,"Free hotel pickup and drop-off, Sunset cruise, BBQ., Unlimited drinks including beer, wine, spirits, and soft drinks, English-speaking tour guide, Entry/Admission - Mekong River, Entry/Admission - Tonlé Sap River","Asia, Cambodia, Phnom Penh, Things to Do in Phnom Penh, Phnom Penh Tours, Tours and Tickets"
2437.0,Local Livelihood Full Day Bike Tour in Battambang,Full-day Tours,18.0,5.0,6.0,50.0,"Local guide, Snacks, Water, Hotel pickup, Mountain Bike and Safety Helmet, One drink at Kinyei Cafe, Lunch, Bottled water","Asia, Cambodia, Battambang Province, Battambang, Things to Do in Battambang, Battambang Tours, Tours and Tickets"
2438.0,Private Tour Angkor Wat 3 Days - Banteay Srey (37Km) - Beng Mealea (75Km),Bus Tours,9.0,5.0,72.0,334.35,"Car (Mini LEXUS RX300) or Minivan (Mercedes Istana), gasoline, driver, Fully licensed English speaking tour guide, Mineral pure drinking water and cold handkerchief","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
2439.0,Full Day Private Tour VIP-A,Bus Tours,5.0,5.0,7.0,101.34,"Air-conditioned vehicle, Entry/Admission - Angkor Wat, Entry/Admission - Ta Prohm Temple, Entry/Admission - Angkor Thom, Entry/Admission - Bayon Temple","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
2440.0,Private Tour Angkor Wat 2 Days - Banteay Srey - National Park Phnom Kulen (55Km),Religious Sites,5.0,5.0,48.0,271.8,"Car (Mini LEXUS RX300) or Minivan (Mercedes Istana), gasoline, driver, Fully licensed English speaking tour guide, Mineral pure drinking water and cold handkerchief","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
2441.0,Private Tour Angkor Wat Two Days - Sunrise - Banteay Srey (37Km) - Beng Mealea (75Km),Bus Tours,3.0,5.0,48.0,253.34,"Car (Mini LEXUS RX300) or Minivan (Mercedes Istana), gasoline, driver, Fully licensed English speaking tour guide, Mineral pure drinking water and cold handkerchief","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
2442.0,DB Half day Motorcycle Offroad Siem Reap Tour,Adventure Tours,3.0,5.0,5.0,147.0,"Helmet, Motocross Boots, Gloves, Goggles, Jersey, Motocross Pants, Body Roster, Elbow Pads, Knee Pads..., Bottled water, Coffee and/or Tea, Honda XR 250 Electric start, ( CRF, WR & KTM upgrades possible), Fuel for motorbike, Ice Cold beer on arrival back at base!, Normal wear and tear to the Dirt Bike","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
2443.0,Private taxi transfer Siem Reap to Phnom Penh,Bus Tours,2.0,5.0,7.0,129.0,"Car (Mini LEXUS RX300) or Minivan (Mercedes Istana), Gasoline, English speaking driver, Road toll fee","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
2444.0,Sunset Tour-3Days,Luxury Car Tours,3.0,5.0,72.0,420.0,"Temple tickets, Floating ticket, Angkor National ticket, Transportation : pick up-drop off at accommodation with tuk tuk or car, Certified Speaking tour guide ( English & other language), Lunch & soft drink, Water unlimited & refreshment towel, Pick-up & Drop off","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
2445.0,Full Day Great Temples- Private Tour,Bus Tours,3.0,5.0,7.0,45.0,"Experienced and licensed English Speaking Tour Guide, Pickup and drop off from hotel in Siem Reap City, Air-con Vehicle, Mineral Water, Local tax","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
2446.0,Private Tour Angkor Wat One Day - Banteay Srey (37Km),Full-day Tours,3.0,5.0,10.0,121.03,"Car (Mini LEXUS RX300) or Minivan (Mercedes Istana), gasoline, driver, English speaking tour guide, Mineral drinking water and cold handkerchief","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
2447.0,Private Tour Angkor Wat 3 Days - Banteay Srey - National Park Phnom Kulen (55Km),Bus Tours,3.0,5.0,72.0,344.62,"Car (Mini LEXUS RX300) or Minivan (Mercedes Istana), gasoline, driver, Fully licensed English speaking tour guide, Mineral pure drinking water and cold handkerchief","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
2448.0,Bangkok to Angkor Wat 2 Days 1 Night tour go by Flight and Take car back,Bus Tours,2.0,5.0,48.0,321.0,"Pick up from Siem Reap Airport and transfer you back to Bangkok by overland, Private transfer by air-condition vehicle, 1 night accommodation at standard hotel with breakfast, Licensed tour guide, Temple ticket, Entry/Admission - Chong Kneas Floating Village, Entry/Admission - Siem Reap, Entry/Admission - Bayon Temple, Entry/Admission - Ta Prohm Temple","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
2449.0,"2-Days Private Tour Explore Angkor Wat, Beng Mealea Temple and Floating Village",Bus Tours,7.4,5.0,48.0,237.5,"Air-conditioned vehicle, English tour guide, Cold water & cold towel","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
2450.0,Half-Day Killing Field & Tuol Sleng Genocidal Museum with a local Tuk Tuk Tours,Private and Luxury,1.0,5.0,5.0,79.0,"Cold Bottle Of Water During Your Trip, Private English Speaking Tuk Tuk Driver & Guide, Special Private Tour, All Entrance Fee Are Mentioned, Hotel Pick-Up and Drop-Off","Asia, Cambodia, Kep Province, Kep, Things to Do in Kep, Kep Tours, Tours and Tickets"
2451.0,Angkor Wat tour from sunrise,Bus Tours,1.0,5.0,6.0,49.0,"Hotel pick up / Drop off, Licensed tour guide, Air-conditioned vehicle, Cold drinking water","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
2452.0,Most Amazing Angkor Tour,Full-day Tours,1.0,5.0,12.0,97.44,Guided Tour,"Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
2453.0," 2-Days Private Tour Discovery Angkor Wat, Koh Ker and Beng Mealea Temple",Bus Tours,7.2,4.8,48.0,300.0,"Air-conditioned vehicle, English tour guide, Cold water & cold towel","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
2454.0,Floating Village Tour From Siem Reap Small Group,Bus Tours,1.0,5.0,5.0,36.0,"Local Experience English Speaking Tour Guide, Air-condition Vehicle, Boat Ticket, Cool Mineral Water","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
2455.0,"Siem Reap to Banteay Meanchey Province visit Banteay Chhmar Temple, Silk Farm",Walking Tours,1.0,5.0,8.0,170.52,"Licensed English Local Tour Guide, Outside touristic zone of Banteay Chhmar Temple, VIP transportation of Luxes RX 300 (Petrol using), High quality cool water, fresh towel and soft drinks, Hotel pick up and drop off, Private Tour, Walking Tour, Tour escort/host, Private tour to untouristed temple in Banteay Mancheay Province","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
2456.0,Siem Reap - Our famous French Building Province 1863-1953-Battambang visit,Bus Tours,1.0,5.0,8.0,173.08,"English Local Tour Guide (Licensed Tour Guide), High quality cool water, fresh towel and soft drinks, VIP transportation of Lexes RX 300 (Petrol using), Hotel pick up and drop off, Private Tour, Mountain Trekking Tour, Tour escort/host, 1 Days Tour activities as mention in the programs, Private Funny Local Bamboo Train tour riding, Hotel Property using, Pool, Relaxing, only as we travelling very long ways today","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
2457.0,"Angkor Wat, Angkor Thom Ancient Capital, Ta Promh & Temple Sunset - Biking",Ports of Call Tours,23.0,5.0,2.0,75.65,"English Local Tour Guide (Licensed Tour Guide), Best Mountain Bike for your day tour cycling (Kids also available 10ys up allow), High quality cool water, soft drink, coconut juice available on the road, Hotel pick up and drop off, Private Tour, Walking Tour & Cycling tour during the day, Tour escort/host, Local Lunch at the local restaurant (Food Only/Set Menu Style)","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
